Employee ID,Leave_Start_Date,Leave_End_Date,Date of joining the company,Type of Leave,Reason of Leave,Department/Team,Position in team,Application Status
589,27-03-2017,27-03-2017,06-12-2016,Earned Leave Intern COE,Going Hometown,Not Available,Forex Intern,Approved
589,28-03-2017,29-03-2017,06-12-2016,Leave Without Pay for SixCap Mumbai COE Intern,going to home,Not Available,Forex Intern,Approved
149,16-03-2017,16-03-2017,25-11-2015,Sick Leave Confirmed COE,medical,null,Trainee Dealer,Approved
149,08-03-2017,08-03-2017,25-11-2015,Earned Leave Confirmed COE,health issuse,null,Trainee Dealer,Approved
149,09-03-2017,09-03-2017,25-11-2015,Earned Leave Confirmed COE,medical ,null,Trainee Dealer,Approved
149,06-03-2017,06-03-2017,25-11-2015,Casual Leave Confirmed COE,medical,null,Trainee Dealer,Approved
149,29-03-2017,31-03-2017,25-11-2015,Leave Without Pay LWP Confirmed SixCap Mumbai COE,medical,null,Trainee Dealer,Approved
149,23-01-2017,27-01-2017,25-11-2015,Leave Without Pay LWP Confirmed SixCap Mumbai COE,health check up leave ,null,Trainee Dealer,Rejected
149,30-01-2017,03-02-2017,25-11-2015,Leave Without Pay LWP Confirmed SixCap Mumbai COE,Health leave,null,Trainee Dealer,Rejected
21,05-12-2016,05-12-2016,01-01-2016,Casual Leave Confirmed VHR,Domestic work,Tech Infra,CTO,Pending
21,26-12-2016,27-12-2016,01-01-2016,Casual Leave Confirmed VHR,Domestic,Tech Infra,CTO,Pending
21,27-01-2017,27-01-2017,01-01-2016,Casual Leave Confirmed VHR,Domestic,Tech Infra,CTO,Pending
90,04-04-2017,04-04-2017,01-02-2016,Earned Leave Confirmed COE,Ramnavmi festival,null,Trainee Dealer,Approved
90,03-03-2017,03-03-2017,01-02-2016,Earned Leave Confirmed COE,"Not well , Dr suggest for rest",null,Trainee Dealer,Approved
90,17-03-2017,17-03-2017,01-02-2016,Earned Leave Confirmed COE,Personal work,null,Trainee Dealer,Approved
90,21-03-2017,21-03-2017,01-02-2016,Earned Leave Confirmed COE,Parents meeting of my son,null,Trainee Dealer,Approved
90,16-12-2016,16-12-2016,01-02-2016,Casual Leave Confirmed COE,Son Health issue,null,Trainee Dealer,Approved
90,07-02-2017,07-02-2017,01-02-2016,Earned Leave Confirmed COE,Personal reason,null,Trainee Dealer,Rejected
90,08-02-2017,08-02-2017,01-02-2016,Earned Leave Confirmed COE,Not well,null,Trainee Dealer,Rejected
90,15-02-2017,15-02-2017,01-02-2016,Earned Leave Confirmed COE,Personal,null,Trainee Dealer,Rejected
98,10-04-2017,11-04-2017,01-07-2016,Sick Leave Confirmed COE,Joint pains due to fever,null,Trainee Dealer,Approved
98,23-03-2017,27-03-2017,01-07-2016,Earned Leave Confirmed COE,Severe back pain,null,Trainee Dealer,Approved
98,29-03-2017,29-03-2017,01-07-2016,Earned Leave Confirmed COE,Dentist appointment,null,Trainee Dealer,Approved
98,12-04-2017,21-04-2017,01-07-2016,Leave Without Pay LWP Confirmed SixCap Mumbai COE,Rheumatic fever attack,null,Trainee Dealer,Approved
98,03-01-2017,04-01-2017,01-07-2016,Earned Leave Confirmed COE,"Severe Weakness as hemoglobin count reduced below normal, Couldnt inform before as BEM app was not working",null,Trainee Dealer,Rejected
98,05-01-2017,06-01-2017,01-07-2016,Leave Without Pay LWP Confirmed SixCap Mumbai COE,Severe Weakness as heamoglobin count reduced below normal,null,Trainee Dealer,Rejected
98,16-01-2017,17-01-2017,01-07-2016,Leave Without Pay LWP Confirmed SixCap Mumbai COE,"Sick leave due to severe anemia,medical certificate attached.",null,Trainee Dealer,Rejected
98,18-01-2017,20-01-2017,01-07-2016,Leave Without Pay LWP Confirmed SixCap Mumbai COE,"Sick leave due to severe anemia,medical certificate ",null,Trainee Dealer,Rejected
430,10-04-2017,10-04-2017,28-11-2016,Earned Leave Intern COE,Sick leave,Not Available,Forex Intern,Approved
430,17-04-2017,17-04-2017,28-11-2016,Earned Leave Intern COE,Sick leave ,Not Available,Forex Intern,Approved
430,09-02-2017,09-02-2017,28-11-2016,Earned Leave Intern COE,Family function,Not Available,Forex Intern,Approved
430,13-01-2017,13-01-2017,28-11-2016,Earned Leave Intern COE,Sick Leave,Not Available,Forex Intern,Approved
430,14-03-2017,14-03-2017,28-11-2016,Earned Leave Intern COE,Sick leave,Not Available,Forex Intern,Approved
430,28-03-2017,28-03-2017,28-11-2016,Earned Leave Intern COE,Going out for some work,Not Available,Forex Intern,Approved
430,22-02-2017,22-02-2017,28-11-2016,Leave Without Pay for SixCap Mumbai COE Intern,Sick,Not Available,Forex Intern,Approved
430,14-02-2017,14-02-2017,28-11-2016,Earned Leave Intern COE,Function,Not Available,Forex Intern,Rejected
868,11-04-2017,11-04-2017,15-03-2017,Earned Leave Intern COE,exam,Finance,Forex Intern,Approved
868,12-04-2017,14-04-2017,15-03-2017,Leave Without Pay for SixCap Mumbai COE Intern,exams and internal evaluation,Finance,Forex Intern,Approved
868,17-04-2017,17-04-2017,15-03-2017,Leave Without Pay for SixCap Mumbai COE Intern,mid sem exam,Finance,Forex Intern,Approved
868,19-04-2017,19-04-2017,15-03-2017,Leave Without Pay for SixCap Mumbai COE Intern,mid sem exam,Finance,Forex Intern,Approved
868,21-04-2017,21-04-2017,15-03-2017,Leave Without Pay for SixCap Mumbai COE Intern,mid sem exam,Finance,Forex Intern,Approved
868,24-04-2017,24-04-2017,15-03-2017,Leave Without Pay for SixCap Mumbai COE Intern,mid sem exame ,Finance,Forex Intern,Approved
15,16-01-2017,16-01-2017,18-08-2015,Sick Leave Confirmed VHR,Suffering from Stye ( infection on eyelid),Talent Acquitision,Specialist Recruitment,Approved
15,23-01-2017,23-01-2017,18-08-2015,Casual Leave Confirmed VHR,Out Of Station (Full Day Leave),Talent Acquitision,Specialist Recruitment,Rejected
419,27-01-2017,27-01-2017,01-06-2016,Earned Leave Confirmed VHR,Going Home,Tech Infra,Product Developer SAP HANA,Approved
419,02-03-2017,02-03-2017,01-06-2016,Casual Leave Confirmed VHR,Going for my convocation,Tech Infra,Product Developer SAP HANA,Approved
8,20-02-2017,20-02-2017,06-06-2011,Sick Leave Confirmed VHR,My wife was not well ,IT,Manager,Approved
8,17-02-2017,17-02-2017,06-06-2011,Earned Leave Confirmed VHR,Urgent work at home ,IT,Manager,Approved
8,13-01-2017,13-01-2017,06-06-2011,Casual Leave Confirmed VHR,First Lohri after Marriage ,IT,Manager,Approved
8,27-03-2017,29-03-2017,06-06-2011,Casual Leave Confirmed VHR,Mother is not well,IT,Manager,Pending
28,24-02-2017,27-02-2017,01-04-2016,Earned Leave Confirmed VHR,Going out of town /Full day leave required for 24th feb and First half leave required for 27th feb 2017,null,CBM,Approved
34,02-03-2017,02-03-2017,21-04-2016,Sick Leave Confirmed VHR,Sick leave: Fever and Body Pain,Talent Acquitision,Lead BPM,Approved
34,09-01-2017,10-01-2017,21-04-2016,Earned Leave Confirmed VHR,Request to grant me 2 days leave i.e on 9th Jan 2017 and 10th Jan 2017 as my father was hospitalised because of which I need to postpone my ticket.,Talent Acquitision,Lead BPM,Approved
34,06-01-2017,06-01-2017,21-04-2016,Casual Leave Confirmed VHR,Request to grant one day leave on 6th January 2017 as i wanted to processed to Kerala along with my parents for attending my cousin sister's marriage.Request to grant permission to work at home from 2nd January to 5th January 2017.I assure that it will not get affected. ,Talent Acquitision,Lead BPM,Rejected
10,31-01-2017,02-02-2017,28-01-2015,Casual Leave Confirmed VHR,"Would request 2 days leave from February 1 and February 2, as my 1st cousins marriage is scheduled on February 1, 2017",Business Process Management,AVP,Approved
471,06-04-2017,06-04-2017,03-12-2016,Earned Leave Intern COE,Having an appointment with doctor for sonography @12.30 pm,Not Available,Intern,Approved
471,27-01-2017,27-01-2017,03-12-2016,Earned Leave Intern COE,"Not feeling well, going for medical test",Not Available,Intern,Approved
471,17-03-2017,17-03-2017,03-12-2016,Earned Leave Intern COE,Not feeling well,Not Available,Intern,Approved
471,02-05-2017,02-05-2017,03-12-2016,Earned Leave Intern COE,Visiting the doctor,Not Available,Intern,Approved
471,07-04-2017,07-04-2017,03-12-2016,Leave Without Pay for SixCap Mumbai COE Intern,Not feeling well as doctor told to take rest for 2-3 days,Not Available,Intern,Approved
471,17-04-2017,17-04-2017,03-12-2016,Leave Without Pay for SixCap Mumbai COE Intern,Personal problem,Not Available,Intern,Approved
471,24-04-2017,24-04-2017,03-12-2016,Leave Without Pay for SixCap Mumbai COE Intern,Appointment with doctor,Not Available,Intern,Approved
471,16-02-2017,16-02-2017,03-12-2016,Leave Without Pay for SixCap Mumbai COE Intern,Having an appointment at passport office,Not Available,Intern,Approved
471,17-02-2017,17-02-2017,03-12-2016,Leave Without Pay for SixCap Mumbai COE Intern,Not feeling well,Not Available,Intern,Approved
471,24-02-2017,24-02-2017,03-12-2016,Leave Without Pay for SixCap Mumbai COE Intern,Personal problem,Not Available,Intern,Approved
471,28-03-2017,28-03-2017,03-12-2016,Leave Without Pay for SixCap Mumbai COE Intern,Not feeling well ,Not Available,Intern,Approved
471,14-02-2017,14-02-2017,03-12-2016,Earned Leave Intern COE,Having an appointment with doctor,Not Available,Intern,Rejected
465,03-04-2017,03-04-2017,03-12-2016,Earned Leave Intern COE,Not feeling well,Not Available,Forex Intern,Approved
465,23-01-2017,23-01-2017,03-12-2016,Earned Leave Intern COE,Not feeling well,Not Available,Forex Intern,Approved
465,10-03-2017,10-03-2017,03-12-2016,Earned Leave Intern COE,Not feeling well,Not Available,Forex Intern,Approved
465,11-04-2017,11-04-2017,03-12-2016,Leave Without Pay for SixCap Mumbai COE Intern,Not feeling well,Not Available,Forex Intern,Approved
465,19-04-2017,19-04-2017,03-12-2016,Leave Without Pay for SixCap Mumbai COE Intern,Not feeling well,Not Available,Forex Intern,Approved
465,27-04-2017,27-04-2017,03-12-2016,Leave Without Pay for SixCap Mumbai COE Intern,Not feeling well,Not Available,Forex Intern,Approved
465,22-02-2017,22-02-2017,03-12-2016,Leave Without Pay for SixCap Mumbai COE Intern,Not feeling well,Not Available,Forex Intern,Approved
465,13-02-2017,13-02-2017,03-12-2016,Earned Leave Intern COE,Not feeling well,Not Available,Forex Intern,Rejected
122,13-04-2017,13-04-2017,01-07-2016,Sick Leave Confirmed COE,"Hi Sir, I'm talking Half Day Leave Today Because I'm not Feeling good.Thanks",null,Trainee Dealer,Approved
122,24-04-2017,24-04-2017,01-07-2016,Sick Leave Confirmed COE,"Hi Sir, I'm not feeling well so taking leave as of today. THANKS ",null,Trainee Dealer,Approved
122,23-12-2016,23-12-2016,01-07-2016,Earned Leave Confirmed COE,"On occasion of Christmas and new year  I wish to apply for leave, 23rd December,as I have to return back to my hometown. ",null,Trainee Dealer,Rejected
122,21-12-2016,22-12-2016,01-07-2016,Leave Without Pay LWP Confirmed SixCap Mumbai COE,"On occasion of Christmas and new year  I wish to apply for leave, dated 21 to 22nd December,as I have to return back to my hometown. Details of the leave as follows Half day for the date 21st December Full day leave for the date 22nd  December.",null,Trainee Dealer,Rejected
122,09-01-2017,11-01-2017,01-07-2016,Leave Without Pay LWP Confirmed SixCap Mumbai COE,Dear Sir Apart from the usual leave that I had  I also request you to grant me an additional leave from 09.01.2016 To 11.01.2016  The reason for this leave request is that my grandmother was expired due to her critical age conditions. I therefore request you to consider my request in a favourable manner and revert me as early as possible. ,null,Trainee Dealer,Rejected
156,20-02-2017,20-02-2017,15-02-2016,Earned Leave Confirmed COE,family function,null,Forex Intern,Approved
156,27-01-2017,27-01-2017,15-02-2016,Earned Leave Confirmed COE,native visit,null,Forex Intern,Approved
156,17-01-2017,17-01-2017,15-02-2016,Earned Leave Intern COE,medical leave,null,Forex Intern,Approved
156,08-02-2017,09-02-2017,15-02-2016,Leave Without Pay LWP Confirmed SixCap Mumbai COE,sick leaves,null,Forex Intern,Approved
156,02-01-2017,06-01-2017,15-02-2016,Leave Without Pay for SixCap Mumbai COE Intern,Medical leave,null,Forex Intern,Approved
156,20-02-2017,20-02-2017,15-02-2016,Earned Leave Confirmed COE,family function,null,Forex Intern,Rejected
115,16-02-2017,17-02-2017,01-07-2016,Earned Leave Confirmed COE,required  to rush home for some personal documentation work at hometown Pune.,null,Trainee Dealer,Rejected
155,28-03-2017,28-03-2017,01-02-2016,Earned Leave Confirmed COE,Personal,null,Trainee Dealer,Approved
155,29-03-2017,29-03-2017,01-02-2016,Earned Leave Confirmed COE,Singapore preparation,null,Trainee Dealer,Approved
155,20-02-2017,20-02-2017,01-02-2016,Earned Leave Confirmed COE,Not well,null,Trainee Dealer,Rejected
155,24-02-2017,24-02-2017,01-02-2016,Earned Leave Confirmed COE,Going for a trip from the evening.,null,Trainee Dealer,Rejected
155,27-02-2017,28-02-2017,01-02-2016,Earned Leave Confirmed COE,Family Trip,null,Trainee Dealer,Rejected
200,27-02-2017,02-03-2017,01-07-2016,Leave Without Pay for SixCap Mumbai COE Intern,Family Function,null,Trainee Dealer,Rejected
200,28-04-2017,28-04-2017,01-07-2016,Earned Leave Confirmed COE,Sick was not feeling well,null,Trainee Dealer,Pending
623,10-04-2017,10-04-2017,13-01-2017,Earned Leave Intern COE,leave for visiting hometown.,Not Available,Forex Intern,Approved
623,14-03-2017,14-03-2017,13-01-2017,Earned Leave Intern COE,Going out of town for couple of days,Not Available,Forex Intern,Approved
623,06-02-2017,06-02-2017,13-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,casual leave,Not Available,Forex Intern,Approved
623,14-03-2017,14-03-2017,13-01-2017,Earned Leave Intern COE,Outside Ahmedabad,Not Available,Forex Intern,Rejected
121,15-03-2017,15-03-2017,01-07-2016,Earned Leave Confirmed COE,presonal issues,null,Trainee Dealer,Approved
121,10-04-2017,10-04-2017,01-07-2016,Casual Leave Confirmed COE,Personal issues,null,Trainee Dealer,Approved
121,06-03-2017,06-03-2017,01-07-2016,Casual Leave Confirmed COE,Medical issues,null,Trainee Dealer,Approved
121,27-02-2017,27-02-2017,01-07-2016,Sick Leave Confirmed COE,Health Issue,null,Trainee Dealer,Rejected
121,09-02-2017,09-02-2017,01-07-2016,Earned Leave Confirmed COE,health issues,null,Trainee Dealer,Rejected
121,14-02-2017,14-02-2017,01-07-2016,Earned Leave Confirmed COE,Personal Issues,null,Trainee Dealer,Rejected
121,15-02-2017,15-02-2017,01-07-2016,Earned Leave Confirmed COE,Vasai Road,null,Trainee Dealer,Rejected
121,25-01-2017,25-01-2017,01-07-2016,Casual Leave Confirmed COE,Dental issues,null,Trainee Dealer,Rejected
121,30-01-2017,30-01-2017,01-07-2016,Leave Without Pay LWP Confirmed SixCap Mumbai COE,health issues,null,Trainee Dealer,Rejected
195,19-04-2017,19-04-2017,01-06-2016,Sick Leave Confirmed COE,Cold and Fever,null,Trainee Dealer,Approved
195,28-03-2017,28-03-2017,01-06-2016,Earned Leave Confirmed COE,Regional Festival,null,Trainee Dealer,Approved
195,05-04-2017,05-04-2017,01-06-2016,Casual Leave Confirmed COE,"Got urgent work at home, need to go by  half day",null,Trainee Dealer,Approved
22,04-04-2017,04-04-2017,08-01-2016,Sick Leave Confirmed VHR,Stomach ache,Tech Infra,Manager BPM,Approved
22,18-01-2017,18-01-2017,08-01-2016,Sick Leave Confirmed VHR,Sick Leave - Fever and Cold,Tech Infra,Manager BPM,Approved
22,14-02-2017,14-02-2017,08-01-2016,Earned Leave Confirmed VHR,Family Function,Tech Infra,Manager BPM,Approved
22,15-02-2017,15-02-2017,08-01-2016,Earned Leave Confirmed VHR,Due to eye infection,Tech Infra,Manager BPM,Approved
22,23-02-2017,23-02-2017,08-01-2016,Casual Leave Confirmed VHR,Due to family function,Tech Infra,Manager BPM,Approved
107,16-03-2017,16-03-2017,01-07-2016,Earned Leave Confirmed COE,not well,null,Trainee Dealer,Approved
107,28-03-2017,28-03-2017,01-07-2016,Earned Leave Confirmed COE,Not being well,null,Trainee Dealer,Approved
107,01-02-2017,01-02-2017,01-07-2016,Earned Leave Confirmed COE,Not being well,null,Trainee Dealer,Rejected
107,16-02-2017,24-02-2017,01-07-2016,Earned Leave Confirmed COE,Personal work,null,Trainee Dealer,Rejected
107,09-01-2017,09-01-2017,01-07-2016,Earned Leave Confirmed COE,Personal reasons,null,Trainee Dealer,Rejected
107,08-02-2017,10-02-2017,01-07-2016,Leave Without Pay LWP Confirmed SixCap Mumbai COE,grandfather expired,null,Trainee Dealer,Rejected
107,27-02-2017,28-02-2017,01-07-2016,Leave Without Pay LWP Confirmed SixCap Mumbai COE,Having UTI and high fever,null,Trainee Dealer,Rejected
107,16-01-2017,31-01-2017,01-07-2016,Leave Without Pay LWP Confirmed SixCap Mumbai COE,Marriage Purpose,null,Trainee Dealer,Rejected
107,01-03-2017,03-03-2017,01-07-2016,Leave Without Pay LWP Confirmed SixCap Mumbai COE,Under medication of UTI and fever,null,Trainee Dealer,Rejected
135,21-04-2017,21-04-2017,01-09-2016,Casual Leave Confirmed COE,Family Function ,null,Trainee Dealer,Approved
652,13-02-2017,13-02-2017,20-01-2017,Earned Leave Intern COE,home visit,Not Available,Forex Intern,Approved
652,29-03-2017,29-03-2017,20-01-2017,Earned Leave Intern COE,CFP Examination preparation,Not Available,Forex Intern,Approved
652,30-03-2017,30-03-2017,20-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,CFP Examination Day,Not Available,Forex Intern,Approved
201,11-04-2017,11-04-2017,01-07-2016,Earned Leave Confirmed COE,Family function,null,Trainee Dealer,Approved
201,20-04-2017,20-04-2017,01-07-2016,Earned Leave Confirmed COE,Birthday celebration,null,Trainee Dealer,Approved
201,02-03-2017,02-03-2017,01-07-2016,Earned Leave Confirmed COE,Not feeling well ,null,Trainee Dealer,Approved
201,03-03-2017,03-03-2017,01-07-2016,Earned Leave Confirmed COE,Not feeling well ,null,Trainee Dealer,Approved
201,17-03-2017,17-03-2017,01-07-2016,Earned Leave Confirmed COE,Brother's wedding ,null,Trainee Dealer,Approved
201,02-01-2017,02-01-2017,01-07-2016,Earned Leave Intern COE,Family function ,null,Trainee Dealer,Approved
201,20-03-2017,22-03-2017,01-07-2016,Leave Without Pay LWP Confirmed SixCap Mumbai COE,Fever ,null,Trainee Dealer,Approved
201,06-01-2017,06-01-2017,01-07-2016,Leave Without Pay for SixCap Mumbai COE Intern,College convocation Related ,null,Trainee Dealer,Approved
201,16-01-2017,16-01-2017,01-07-2016,Leave Without Pay for SixCap Mumbai COE Intern,Not feeling well ,null,Trainee Dealer,Approved
201,20-01-2017,20-01-2017,01-07-2016,Leave Without Pay for SixCap Mumbai COE Intern,Doctor's appointment ,null,Trainee Dealer,Approved
201,31-01-2017,31-01-2017,01-07-2016,Leave Without Pay for SixCap Mumbai COE Intern,Doctor's appointment ,null,Trainee Dealer,Approved
201,17-02-2017,17-02-2017,01-07-2016,Leave Without Pay for SixCap Mumbai COE Intern,Family function ,null,Trainee Dealer,Rejected
201,02-05-2017,02-05-2017,01-07-2016,Leave Without Pay LWP Confirmed SixCap Mumbai COE,Out of station ,null,Trainee Dealer,Pending
101,25-04-2017,25-04-2017,01-07-2016,Earned Leave Confirmed COE,i had Bank Work,null,Trainee Dealer,Approved
101,28-04-2017,28-04-2017,01-07-2016,Earned Leave Confirmed COE,Going out of town for two days.,null,Trainee Dealer,Approved
101,05-04-2017,05-04-2017,01-07-2016,Casual Leave Confirmed COE,Family Function ,null,Trainee Dealer,Approved
101,06-04-2017,06-04-2017,01-07-2016,Casual Leave Confirmed COE,Birthday Celebration at home,null,Trainee Dealer,Approved
101,19-12-2016,19-12-2016,01-07-2016,Leave Without Pay LWP Confirmed SixCap Mumbai COE,Funeral of my relative.,null,Trainee Dealer,Rejected
101,09-02-2017,09-02-2017,01-07-2016,Leave Without Pay LWP Confirmed SixCap Mumbai COE,Dentist Appointment,null,Trainee Dealer,Rejected
101,17-02-2017,17-02-2017,01-07-2016,Leave Without Pay LWP Confirmed SixCap Mumbai COE,Friends Wedding,null,Trainee Dealer,Rejected
101,25-01-2017,25-01-2017,01-07-2016,Leave Without Pay LWP Confirmed SixCap Mumbai COE,Doctor's Appointment ,null,Trainee Dealer,Rejected
101,27-01-2017,27-01-2017,01-07-2016,Leave Without Pay LWP Confirmed SixCap Mumbai COE,Doctor's Appointment ,null,Trainee Dealer,Rejected
32,09-01-2017,09-01-2017,11-04-2016,Sick Leave Confirmed VHR,Not Well,null,Specialist Inside Sales,Approved
32,19-12-2016,21-12-2016,11-04-2016,Earned Leave Confirmed VHR,Family issue,null,Specialist Inside Sales,Approved
32,24-02-2017,24-02-2017,11-04-2016,Earned Leave Confirmed VHR,urgent work,null,Specialist Inside Sales,Approved
32,23-02-2017,23-02-2017,11-04-2016,Casual Leave Confirmed VHR,urgent work,null,Specialist Inside Sales,Approved
32,23-02-2017,23-02-2017,11-04-2016,Casual Leave Confirmed VHR,urgent work ,null,Specialist Inside Sales,Rejected
32,24-02-2017,24-02-2017,11-04-2016,Casual Leave Confirmed VHR,urgent work,null,Specialist Inside Sales,Rejected
863,27-03-2017,27-03-2017,15-03-2017,Earned Leave Intern COE,project fair in the collage.,Finance,Forex Intern,Approved
863,06-04-2017,07-04-2017,15-03-2017,Leave Without Pay for SixCap Mumbai COE Intern,mid term exam,Finance,Forex Intern,Approved
863,13-04-2017,13-04-2017,15-03-2017,Leave Without Pay for SixCap Mumbai COE Intern,Mid-term exam ,Finance,Forex Intern,Approved
863,14-04-2017,14-04-2017,15-03-2017,Leave Without Pay for SixCap Mumbai COE Intern,mid- term exam,Finance,Forex Intern,Rejected
175,18-04-2017,21-04-2017,11-02-2016,Earned Leave Confirmed COE,For cousin sister marriage. ,null,Trainee Dealer,Approved
175,17-03-2017,17-03-2017,11-02-2016,Earned Leave Confirmed COE,Not Feeling Well.,null,Trainee Dealer,Approved
175,20-03-2017,20-03-2017,11-02-2016,Earned Leave Confirmed COE,NOT FEELING WELL DUE TO FEVER,null,Trainee Dealer,Approved
175,28-03-2017,28-03-2017,11-02-2016,Earned Leave Confirmed COE,Family Function ,null,Trainee Dealer,Approved
175,31-03-2017,31-03-2017,11-02-2016,Earned Leave Confirmed COE,Going with brother for his medical checkup ,null,Trainee Dealer,Approved
175,17-04-2017,17-04-2017,11-02-2016,Casual Leave Confirmed COE,Going to Native Place,null,Trainee Dealer,Approved
175,13-02-2017,14-02-2017,11-02-2016,Leave Without Pay LWP Confirmed SixCap Mumbai COE,Going to native place for some personal work.,null,Trainee Dealer,Rejected
175,24-01-2017,24-01-2017,11-02-2016,Leave Without Pay LWP Confirmed SixCap Mumbai COE,Taking a leave for brother leg operation.,null,Trainee Dealer,Rejected
175,24-01-2017,24-01-2017,11-02-2016,Leave Without Pay LWP Confirmed SixCap Mumbai COE,Taking leave for brother leg operation.,null,Trainee Dealer,Rejected
175,18-01-2017,18-01-2017,11-02-2016,Sick Leave Confirmed COE,Going with brother for his checkup.,null,Trainee Dealer,Pending
175,02-05-2017,02-05-2017,11-02-2016,Earned Leave Confirmed COE,Going out of the town,null,Trainee Dealer,Pending
175,03-05-2017,03-05-2017,11-02-2016,Leave Without Pay LWP Confirmed SixCap Mumbai COE,out of mumbai,null,Trainee Dealer,Pending
457,24-04-2017,24-04-2017,01-12-2016,Leave Without Pay for SixCap Mumbai COE Intern,Not coming today because of illness.,Not Available,Forex Intern,Approved
457,16-12-2016,16-12-2016,01-12-2016,Leave Without Pay for SixCap Mumbai COE Intern,Going To Alibaugh. ,Not Available,Forex Intern,Approved
457,02-01-2017,02-01-2017,01-12-2016,Leave Without Pay for SixCap Mumbai COE Intern,Travelling To Karjat City.,Not Available,Forex Intern,Approved
457,13-01-2017,13-01-2017,01-12-2016,Leave Without Pay for SixCap Mumbai COE Intern,Travelling To Shirdi-Shanishingnapur.,Not Available,Forex Intern,Approved
120,13-04-2017,13-04-2017,01-07-2016,Earned Leave Confirmed COE,due to Some bank Work ,null,Trainee Dealer,Approved
120,21-04-2017,21-04-2017,01-07-2016,Earned Leave Confirmed COE,My brother got an accident ,null,Trainee Dealer,Approved
120,23-03-2017,23-03-2017,01-07-2016,Earned Leave Confirmed COE,going to native palce,null,Trainee Dealer,Approved
120,02-02-2017,02-02-2017,01-07-2016,Casual Leave Confirmed COE,Attend family function,null,Trainee Dealer,Rejected
647,07-04-2017,07-04-2017,31-01-2017,Earned Leave Intern COE,As we are inform to submit our final year project tomorrow (7th April).,Not Available,Forex Intern,Approved
647,17-04-2017,17-04-2017,31-01-2017,Earned Leave Intern COE,Family function.,Not Available,Forex Intern,Approved
647,27-02-2017,27-02-2017,31-01-2017,Earned Leave Intern COE,"I am in final year of Engineering(LDRP-ITR), so i have to attend my Mid Term Examination",Not Available,Forex Intern,Approved
647,14-03-2017,14-03-2017,31-01-2017,Earned Leave Intern COE,casual leave,Not Available,Forex Intern,Approved
647,05-04-2017,05-04-2017,31-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,Sick Leave,Not Available,Forex Intern,Approved
647,11-04-2017,13-04-2017,31-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,University submissions.,Not Available,Forex Intern,Approved
647,18-04-2017,18-04-2017,31-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,university exam,Not Available,Forex Intern,Approved
647,26-04-2017,27-04-2017,31-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,External vivas on 26th and 27th April.,Not Available,Forex Intern,Approved
647,28-02-2017,28-02-2017,31-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,"I am in final year of Engineering(LDRP-ITR), so i have to attend my Mid Term Examination",Not Available,Forex Intern,Approved
647,15-03-2017,17-03-2017,31-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,Family function at haryana.,Not Available,Forex Intern,Approved
647,20-03-2017,22-03-2017,31-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,Final year project preperation.,Not Available,Forex Intern,Approved
647,17-04-2017,17-04-2017,31-01-2017,Earned Leave Intern COE,Casual Leave.,Not Available,Forex Intern,Rejected
142,02-03-2017,02-03-2017,19-10-2015,Earned Leave Confirmed COE,Personal Work,null,Trainee Dealer,Approved
142,09-03-2017,09-03-2017,19-10-2015,Earned Leave Confirmed COE,Not Well,null,Trainee Dealer,Approved
142,10-03-2017,10-03-2017,19-10-2015,Earned Leave Confirmed COE,Personal Work,null,Trainee Dealer,Approved
142,29-03-2017,29-03-2017,19-10-2015,Earned Leave Confirmed COE,Personal Work,null,Trainee Dealer,Approved
142,28-02-2017,28-02-2017,19-10-2015,Earned Leave Confirmed COE,Family Function,null,Trainee Dealer,Rejected
104,04-04-2017,04-04-2017,01-07-2016,Earned Leave Confirmed COE,Family function,null,Trainee Dealer,Approved
104,20-02-2017,20-02-2017,01-07-2016,Earned Leave Confirmed COE,Family function,null,Trainee Dealer,Rejected
104,23-01-2017,23-01-2017,01-07-2016,Earned Leave Confirmed COE,family function,null,Trainee Dealer,Rejected
104,27-01-2017,30-01-2017,01-07-2016,Earned Leave Confirmed COE,Brother's Wedding,null,Trainee Dealer,Rejected
104,31-01-2017,02-02-2017,01-07-2016,Leave Without Pay LWP Confirmed SixCap Mumbai COE,Brother's wedding,null,Trainee Dealer,Rejected
104,28-04-2017,28-04-2017,01-07-2016,Earned Leave Confirmed COE,health issues,null,Trainee Dealer,Pending
646,21-03-2017,21-03-2017,31-01-2017,Earned Leave Intern COE,having mid term exam,Not Available,Forex Intern,Approved
646,22-03-2017,22-03-2017,31-01-2017,Earned Leave Intern COE,exam,Not Available,Forex Intern,Approved
646,23-03-2017,23-03-2017,31-01-2017,Earned Leave Intern COE,exam,Not Available,Forex Intern,Approved
646,02-05-2017,02-05-2017,31-01-2017,Earned Leave Intern COE,Need to give presentation,Not Available,Forex Intern,Approved
646,06-04-2017,06-04-2017,31-01-2017,Leave Without Pay for SixCap Mumbai COE Intern,submission ,Not Available,Forex Intern,Approved
